name,address,governorate,city,district
صيدلية د. عادل طارق,شارع المعز، أرمنت، الأقصر,الأقصر,أرمنت,حي 13
صيدلية د. محمود نعمت,شارع 26 يوليو، الأقصر، الأقصر,الأقصر,الأقصر,حي 2
صيدلية د. خالد نهى,شارع مصطفى النحاس، دراو، أسوان,أسوان,دراو,حي 5
صيدلية د. حسن وائل,شارع فيصل، نصر النوبة، أسوان,أسوان,نصر النوبة,حي 6
صيدلية د. وائل كمال,شارع الطيران، الصباعية، أسوان,أسوان,الصباعية,حي 2
صيدلية د. كمال وحيد,شارع العشرين، أسوان الجديدة، أسوان,أسوان,أسوان الجديدة,حي 15
صيدلية د. نهى ليلى,شارع المعز، أسوان الجديدة، أسوان,أسوان,أسوان الجديدة,حي 15
صيدلية د. عمر علي,شارع الوحدة، مرسى علم، البحر الأحمر,البحر الأحمر,مرسى علم,حي 15
صيدلية د. محمود ليلى,شارع الأزهر، سفاجا، البحر الأحمر,البحر الأحمر,سفاجا,حي 3
صيدلية د. رانيا إبراهيم,شارع فيصل، الداخلة، الوادي الجديد,الوادي الجديد,الداخلة,حي 14
صيدلية د. رانيا سيد,شارع الوحدة، الشرف، الوادي الجديد,الوادي الجديد,الشرف,حي 10
صيدلية د. جلال فاتن,شارع فيصل، الخارجة، الوادي الجديد,الوادي الجديد,الخارجة,حي 12
صيدلية د. دينا عمرو,شارع الثورة، مطروح، مطروح,مطروح,مطروح,حي 13
صيدلية د. أنور إيناس,شارع بورسعيد، النجيلة، مطروح,مطروح,النجيلة,حي 3
صيدلية د. يوسف أشرف,شارع كورنيش النيل، الحسنة، شمال سيناء,شمال سيناء,الحسنة,حي 13
صيدلية د. نعمت رمضان,شارع المعز، الحسنة، شمال سيناء,شمال سيناء,الحسنة,حي 14
صيدلية د. سوسن نادية,شارع الشيخ زايد، سانت كاترين، جنوب سيناء,جنوب سيناء,سانت كاترين,حي 9
صيدلية د. عمر نبيل,شارع عباس العقاد، نويبع، جنوب سيناء,جنوب سيناء,نويبع,حي 7
