id,trade_name,generic_name,active_ingredient,company,gtin,barcode,strength,form,package_size,price_range,requires_prescription,storage_conditions,category
med_00336,Prinivil,Prinivil,Amlodipine,EIPICO,6222003283497,6221002140601,10mg,Tablet,50 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00337,Zestril 20mg,Zestril,Amlodipine,EIPICO,6222003301630,6223002316909,20mg,Capsule,50 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00338,Zestril,Zestril,Amlodipine,EIPICO,6222002955573,6222001555499,10mg,Tablet,20 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00339,Zestril,Zestril,Atorvastatin,EIPICO,6221001414896,6221002390370,20mg,Capsule,20 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00340,Atenolol 20mg,Atenolol,Lisinopril,EIPICO,6223002522995,6222002680467,20mg,Tablet,100 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00341,Atenolol,Atenolol,Atorvastatin,EIPICO,6221001213786,6223002367546,20mg,Capsule,10 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00342,Atenolol,Atenolol,Amlodipine,EIPICO,6222002447202,6223001471337,5mg,Tablet,10 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00343,Tenormin 100mg,Tenormin,Lisinopril,EIPICO,6223001197300,6221001378533,100mg,Tablet,20 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00344,Tenormin,Tenormin,Lisinopril,EIPICO,6223002861524,6221003205286,20mg,Capsule,10 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00345,Tenormin,Tenormin,Amlodipine,EIPICO,6222003733349,6222002458523,5mg,Tablet,20 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00346,Atenol 20mg,Atenol,Atorvastatin,EIPICO,6223001741501,6223001513794,20mg,Tablet,100 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00347,Atenol,Atenol,Lisinopril,EIPICO,6223001872102,6222003862467,20mg,Tablet,20 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00348,Atenol,Atenol,Lisinopril,EIPICO,6223001225818,6222002162514,100mg,Capsule,30 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00349,Tenormin 5mg,Tenormin,Atorvastatin,EIPICO,6223001796458,6223002716920,5mg,Capsule,50 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00350,Tenormin,Tenormin,Atorvastatin,EIPICO,6221001437341,6222003715291,50mg,Tablet,50 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00351,Tenormin,Tenormin,Amlodipine,EIPICO,6222003814169,6222003451442,50mg,Capsule,20 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00352,Atenolol 100mg,Atenolol,Atorvastatin,EIPICO,6222001641836,6221003229345,100mg,Capsule,20 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00353,Atenolol,Atenolol,Atorvastatin,EIPICO,6222002907363,6223002335299,10mg,Tablet,20 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00354,Atenolol,Atenolol,Amlodipine,EIPICO,6221001725790,6221002100790,25mg,Capsule,30 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00355,Tenoretic 100mg,Tenoretic,Lisinopril,EIPICO,6223001804150,6221002538278,100mg,Capsule,30 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00356,Tenoretic,Tenoretic,Atorvastatin,EIPICO,6222001737463,6222002339169,5mg,Tablet,100 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00357,Tenoretic,Tenoretic,Amlodipine,EIPICO,6222002384313,6222001604015,50mg,Tablet,20 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00358,Losartan 20mg,Losartan,Atorvastatin,EIPICO,6223001752805,6223002310804,20mg,Capsule,30 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00359,Losartan,Losartan,Amlodipine,EIPICO,6221001517001,6222003120995,20mg,Capsule,20 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00360,Losartan,Losartan,Amlodipine,EIPICO,6222002232805,6222001109088,50mg,Capsule,20 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00361,Cozaar 100mg,Cozaar,Amlodipine,EIPICO,6222001409618,6222002777841,100mg,Tablet,10 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00362,Cozaar,Cozaar,Amlodipine,EIPICO,6223001671666,6221002528339,5mg,Capsule,50 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00363,Cozaar,Cozaar,Amlodipine,EIPICO,6223002435950,6222001748713,100mg,Capsule,30 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00364,Losartan 100mg,Losartan,Atorvastatin,EIPICO,6223002102548,6221002934893,100mg,Capsule,10 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00365,Losartan,Losartan,Amlodipine,EIPICO,6222002259308,6223001591357,50mg,Capsule,50 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00366,Losartan,Losartan,Atorvastatin,EIPICO,6221001557171,6223002567922,25mg,Tablet,30 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00367,Hyzaar 50mg,Hyzaar,Amlodipine,EIPICO,6221002586594,6221003912251,50mg,Tablet,50 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00368,Hyzaar,Hyzaar,Lisinopril,EIPICO,6221003196227,6222002787513,20mg,Tablet,30 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00369,Hyzaar,Hyzaar,Lisinopril,EIPICO,6221002596360,6222003815560,20mg,Tablet,20 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00370,Losartan 10mg,Losartan,Lisinopril,EIPICO,6223001690877,6222002997652,10mg,Capsule,50 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00371,Losartan,Losartan,Lisinopril,EIPICO,6221001400355,6221001733408,100mg,Capsule,30 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00372,Losartan,Losartan,Lisinopril,EIPICO,6221002867371,6222001567075,10mg,Tablet,10 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00373,Cozaar 25mg,Cozaar,Amlodipine,EIPICO,6221001131037,6221003257859,25mg,Capsule,50 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00374,Cozaar,Cozaar,Lisinopril,EIPICO,6223001815584,6222003162126,5mg,Capsule,10 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00375,Cozaar,Cozaar,Lisinopril,EIPICO,6221001741902,6223001991221,50mg,Tablet,50 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00376,Atorvastatin 5mg,Atorvastatin,Atorvastatin,EIPICO,6222003305016,6221002163677,5mg,Tablet,100 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00377,Atorvastatin,Atorvastatin,Atorvastatin,EIPICO,6221003848510,6221003172152,50mg,Tablet,100 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00378,Atorvastatin,Atorvastatin,Atorvastatin,EIPICO,6222003609218,6223001695090,5mg,Tablet,10 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00379,Lipitor 10mg,Lipitor,Lisinopril,EIPICO,6221003848265,6222003607128,10mg,Tablet,50 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00380,Lipitor,Lipitor,Lisinopril,EIPICO,6223002555346,6222003527388,20mg,Capsule,50 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00381,Lipitor,Lipitor,Amlodipine,EIPICO,6221001984900,6222002498212,5mg,Capsule,30 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00382,Atorva 100mg,Atorva,Atorvastatin,EIPICO,6222001436290,6221002381992,100mg,Capsule,50 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00383,Atorva,Atorva,Atorvastatin,EIPICO,6223001596654,6222003582251,20mg,Tablet,20 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00384,Atorva,Atorva,Atorvastatin,EIPICO,6222001818262,6221001570265,100mg,Capsule,30 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00385,Lipitor 100mg,Lipitor,Amlodipine,EIPICO,6223002669134,6222002144024,100mg,Capsule,30 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00386,Lipitor,Lipitor,Lisinopril,EIPICO,6221002166911,6221002576698,50mg,Capsule,20 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00387,Lipitor,Lipitor,Lisinopril,EIPICO,6223002563665,6222001870827,5mg,Capsule,50 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00388,Atorvastatin 10mg,Atorvastatin,Atorvastatin,EIPICO,6221001936547,6223002892448,10mg,Tablet,50 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00389,Atorvastatin,Atorvastatin,Atorvastatin,EIPICO,6221001380492,6223002490556,100mg,Tablet,20 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00390,Atorvastatin,Atorvastatin,Atorvastatin,EIPICO,6221002820885,6221001708823,10mg,Tablet,20 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00391,Tahor 10mg,Tahor,Atorvastatin,EIPICO,6221003868681,6221003207575,10mg,Tablet,100 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00392,Tahor,Tahor,Atorvastatin,EIPICO,6222002613351,6222001447566,100mg,Tablet,20 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00393,Tahor,Tahor,Atorvastatin,EIPICO,6221001606423,6222002724897,5mg,Tablet,20 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00394,Simvastatin 100mg,Simvastatin,Atorvastatin,EIPICO,6223002434176,6221002542038,100mg,Capsule,50 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00395,Simvastatin,Simvastatin,Atorvastatin,EIPICO,6221002734487,6222001760463,5mg,Capsule,10 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00396,Simvastatin,Simvastatin,Atorvastatin,EIPICO,6221002747384,6223002294913,20mg,Tablet,10 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00397,Zocor 25mg,Zocor,Atorvastatin,EIPICO,6222002663285,6222003457374,25mg,Tablet,20 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00398,Zocor,Zocor,Amlodipine,EIPICO,6222003275850,6222001807170,25mg,Tablet,100 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00399,Zocor,Zocor,Atorvastatin,EIPICO,6222002238306,6223002136474,5mg,Tablet,20 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00400,Simvastin 20mg,Simvastin,Atorvastatin,EIPICO,6222002213232,6221002400272,20mg,Capsule,50 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00401,Simvastin,Simvastin,Lisinopril,EIPICO,6222003715367,6222001927359,50mg,Capsule,30 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00402,Simvastin,Simvastin,Lisinopril,EIPICO,6221001330855,6222003865009,100mg,Tablet,20 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00403,Zocor 50mg,Zocor,Lisinopril,EIPICO,6222002750034,6223001377150,50mg,Tablet,30 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00404,Zocor,Zocor,Amlodipine,EIPICO,6221002883583,6222002543505,100mg,Tablet,10 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00405,Zocor,Zocor,Lisinopril,EIPICO,6223001746630,6223001727343,20mg,Capsule,30 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00406,Simvastatin 20mg,Simvastatin,Lisinopril,EIPICO,6223002234409,6221001127010,20mg,Capsule,20 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00407,Simvastatin,Simvastatin,Amlodipine,EIPICO,6222003882286,6221001443175,50mg,Capsule,20 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00408,Simvastatin,Simvastatin,Atorvastatin,EIPICO,6221003117453,6223002920261,25mg,Capsule,50 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00409,Vytorin 25mg,Vytorin,Atorvastatin,EIPICO,6222002297868,6223001472055,25mg,Capsule,30 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00410,Vytorin,Vytorin,Atorvastatin,EIPICO,6223001535999,6221003940297,5mg,Capsule,20 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00411,Vytorin,Vytorin,Atorvastatin,EIPICO,6223001570361,6221002179685,25mg,Tablet,50 units,40-150 EGP,True,"Store below 25°C, protect from light",Cardiovascular
med_00412,Omeprazole 150mg,Omeprazole,Omeprazole,EIPICO,6221002238819,6223002857682,150mg,Injection,10ml,25-70 EGP,False,"Store below 25°C, protect from light",Stomach
med_00413,Omeprazole,Omeprazole,Omeprazole,EIPICO,6221001310284,6223001469875,20mg,Capsule,30 units,25-70 EGP,False,"Store below 25°C, protect from light",Stomach
med_00414,Omeprazole,Omeprazole,Omeprazole,EIPICO,6221003377008,6221001936552,150mg,Tablet,10 units,25-70 EGP,False,"Store below 25°C, protect from light",Stomach
med_00415,Losec 150mg,Losec,Ranitidine,EIPICO,6222001121119,6223001604740,150mg,Tablet,100 units,25-70 EGP,False,"Store below 25°C, protect from light",Stomach
med_00416,Losec,Losec,Omeprazole,EIPICO,6223001298246,6223002931842,40mg,Capsule,20 units,25-70 EGP,False,"Store below 25°C, protect from light",Stomach
med_00417,Losec,Losec,Omeprazole,EIPICO,6222002513059,6221003796046,20mg,Suspension,250ml,25-70 EGP,False,"Store below 25°C, protect from light",Stomach
med_00418,Omepradex 150mg,Omepradex,Omeprazole,EIPICO,6223002884852,6223002804096,150mg,Tablet,30 units,25-70 EGP,False,"Store below 25°C, protect from light",Stomach
med_00419,Omepradex,Omepradex,Omeprazole,EIPICO,6223002394358,6221002783869,40mg,Injection,2ml,25-70 EGP,False,"Store below 25°C, protect from light",Stomach
med_00420,Omepradex,Omepradex,Omeprazole,EIPICO,6221001556600,6223002998862,300mg,Injection,5ml,25-70 EGP,False,"Store below 25°C, protect from light",Stomach
med_00421,Prilosec 40mg,Prilosec,Pantoprazole,EIPICO,6223002275705,6221003982371,40mg,Capsule,50 units,25-70 EGP,False,"Store below 25°C, protect from light",Stomach
med_00422,Prilosec,Prilosec,Omeprazole,EIPICO,6221003707248,6222003713955,150mg,Injection,5ml,25-70 EGP,False,"Store below 25°C, protect from light",Stomach
med_00423,Prilosec,Prilosec,Ranitidine,EIPICO,6221002843732,6221001984934,20mg,Tablet,20 units,25-70 EGP,False,"Store below 25°C, protect from light",Stomach
med_00424,Omeprazole 20mg,Omeprazole,Omeprazole,EIPICO,6222001415167,6223002648183,20mg,Tablet,10 units,25-70 EGP,False,"Store below 25°C, protect from light",Stomach
med_00425,Omeprazole,Omeprazole,Omeprazole,EIPICO,6222001795167,6223001132039,300mg,Tablet,50 units,25-70 EGP,False,"Store below 25°C, protect from light",Stomach
med_00426,Omeprazole,Omeprazole,Omeprazole,EIPICO,6223002520781,6221001994931,300mg,Suspension,60ml,25-70 EGP,False,"Store below 25°C, protect from light",Stomach
med_00427,Losec 150mg,Losec,Omeprazole,EIPICO,6222003578071,6222002510781,150mg,Injection,5ml,25-70 EGP,False,"Store below 25°C, protect from light",Stomach
med_00428,Losec,Losec,Omeprazole,EIPICO,6222003958202,6223002887445,150mg,Injection,5ml,25-70 EGP,False,"Store below 25°C, protect from light",Stomach
med_00429,Losec,Losec,Pantoprazole,EIPICO,6222002475911,6221002474453,300mg,Capsule,10 units,25-70 EGP,False,"Store below 25°C, protect from light",Stomach
med_00430,Pantoprazole 40mg,Pantoprazole,Pantoprazole,EIPICO,6221001700753,6221001191764,40mg,Suspension,250ml,25-70 EGP,False,"Store below 25°C, protect from light",Stomach
med_00431,Pantoprazole,Pantoprazole,Ranitidine,EIPICO,6221002613944,6222003294657,40mg,Suspension,60ml,25-70 EGP,False,"Store below 25°C, protect from light",Stomach
med_00432,Pantoprazole,Pantoprazole,Omeprazole,EIPICO,6222001943392,6221003799379,40mg,Capsule,10 units,25-70 EGP,False,"Store below 25°C, protect from light",Stomach
med_00433,Protonix 300mg,Protonix,Ranitidine,EIPICO,6221002558112,6223002185346,300mg,Tablet,50 units,25-70 EGP,False,"Store below 25°C, protect from light",Stomach
med_00434,Protonix,Protonix,Pantoprazole,EIPICO,6221001961072,6221003433963,40mg,Suspension,250ml,25-70 EGP,False,"Store below 25°C, protect from light",Stomach
med_00435,Protonix,Protonix,Ranitidine,EIPICO,6222002788096,6221001347720,150mg,Tablet,30 units,25-70 EGP,False,"Store below 25°C, protect from light",Stomach
med_00436,Pantoloc 150mg,Pantoloc,Omeprazole,EIPICO,6223002351733,6222002579581,150mg,Tablet,30 units,25-70 EGP,False,"Store below 25°C, protect from light",Stomach
med_00437,Pantoloc,Pantoloc,Omeprazole,EIPICO,6222002108984,6221002400708,40mg,Tablet,50 units,25-70 EGP,False,"Store below 25°C, protect from light",Stomach
med_00438,Pantoloc,Pantoloc,Omeprazole,EIPICO,6222002885818,6221001642687,150mg,Tablet,50 units,25-70 EGP,False,"Store below 25°C, protect from light",Stomach
med_00439,Pantoprazole 300mg,Pantoprazole,Omeprazole,EIPICO,6221002142797,6222002592153,300mg,Capsule,20 units,25-70 EGP,False,"Store below 25°C, protect from light",Stomach
med_00440,Pantoprazole,Pantoprazole,Omeprazole,EIPICO,6221003555856,6221003828486,150mg,Injection,5ml,25-70 EGP,False,"Store below 25°C, protect from light",Stomach
med_00441,Pantoprazole,Pantoprazole,Omeprazole,EIPICO,6221001279267,6223002374053,300mg,Tablet,10 units,25-70 EGP,False,"Store below 25°C, protect from light",Stomach
med_00442,Protonix 20mg,Protonix,Pantoprazole,EIPICO,6222003302040,6222002913442,20mg,Capsule,20 units,25-70 EGP,False,"Store below 25°C, protect from light",Stomach
med_00443,Protonix,Protonix,Ranitidine,EIPICO,6223002702599,6223002986873,150mg,Injection,10ml,25-70 EGP,False,"Store below 25°C, protect from light",Stomach
med_00444,Protonix,Protonix,Pantoprazole,EIPICO,6222002300217,6222001448447,20mg,Injection,10ml,25-70 EGP,False,"Store below 25°C, protect from light",Stomach
med_00445,Pantoloc 40mg,Pantoloc,Pantoprazole,EIPICO,6222001872255,6221002415393,40mg,Suspension,60ml,25-70 EGP,False,"Store below 25°C, protect from light",Stomach
med_00446,Pantoloc,Pantoloc,Omeprazole,EIPICO,6221003887678,6221001837500,40mg,Capsule,20 units,25-70 EGP,False,"Store below 25°C, protect from light",Stomach
med_00447,Pantoloc,Pantoloc,Pantoprazole,EIPICO,6222002452669,6221001523065,40mg,Suspension,250ml,25-70 EGP,False,"Store below 25°C, protect from light",Stomach
med_00448,Ranitidine 20mg,Ranitidine,Ranitidine,EIPICO,6221002931904,6223002172612,20mg,Tablet,20 units,25-70 EGP,False,"Store below 25°C, protect from light",Stomach
med_00449,Ranitidine,Ranitidine,Ranitidine,EIPICO,6222001626025,6221001586106,300mg,Capsule,50 units,25-70 EGP,False,"Store below 25°C, protect from light",Stomach
med_00450,Ranitidine,Ranitidine,Omeprazole,EIPICO,6221003189377,6223001768226,300mg,Injection,10ml,25-70 EGP,False,"Store below 25°C, protect from light",Stomach
med_00451,Zantac 150mg,Zantac,Omeprazole,EIPICO,6221002835278,6223001702068,150mg,Injection,1ml,25-70 EGP,False,"Store below 25°C, protect from light",Stomach
med_00452,Zantac,Zantac,Omeprazole,EIPICO,6223002905250,6223001220180,300mg,Tablet,50 units,25-70 EGP,False,"Store below 25°C, protect from light",Stomach
med_00453,Zantac,Zantac,Ranitidine,EIPICO,6223002862585,6222002720398,150mg,Suspension,60ml,25-70 EGP,False,"Store below 25°C, protect from light",Stomach
med_00454,Histac 40mg,Histac,Pantoprazole,EIPICO,6222002452842,6223002248557,40mg,Suspension,125ml,25-70 EGP,False,"Store below 25°C, protect from light",Stomach
med_00455,Histac,Histac,Pantoprazole,EIPICO,6223001404248,6222001811763,150mg,Tablet,100 units,25-70 EGP,False,"Store below 25°C, protect from light",Stomach
med_00456,Histac,Histac,Ranitidine,EIPICO,6222002885719,6222002805134,20mg,Tablet,10 units,25-70 EGP,False,"Store below 25°C, protect from light",Stomach
med_00457,Ranitidine 20mg,Ranitidine,Pantoprazole,EIPICO,6223002232722,6223001575251,20mg,Capsule,20 units,25-70 EGP,False,"Store below 25°C, protect from light",Stomach
med_00458,Ranitidine,Ranitidine,Omeprazole,EIPICO,6222003784754,6221002445162,40mg,Capsule,30 units,25-70 EGP,False,"Store below 25°C, protect from light",Stomach
med_00459,Ranitidine,Ranitidine,Pantoprazole,EIPICO,6221002275192,6222003843612,300mg,Tablet,20 units,25-70 EGP,False,"Store below 25°C, protect from light",Stomach
med_00460,Zantac 150mg,Zantac,Ranitidine,EIPICO,6221003590911,6223001344094,150mg,Injection,5ml,25-70 EGP,False,"Store below 25°C, protect from light",Stomach
med_00461,Zantac,Zantac,Omeprazole,EIPICO,6222002711032,6223002574770,300mg,Suspension,60ml,25-70 EGP,False,"Store below 25°C, protect from light",Stomach
med_00462,Zantac,Zantac,Ranitidine,EIPICO,6221003163639,6221003975469,20mg,Suspension,250ml,25-70 EGP,False,"Store below 25°C, protect from light",Stomach
med_00463,Histac 150mg,Histac,Omeprazole,EIPICO,6221002660399,6221003331955,150mg,Suspension,250ml,25-70 EGP,False,"Store below 25°C, protect from light",Stomach
med_00464,Histac,Histac,Omeprazole,EIPICO,6221003426623,6221002257671,300mg,Injection,5ml,25-70 EGP,False,"Store below 25°C, protect from light",Stomach
med_00465,Histac,Histac,Pantoprazole,EIPICO,6221003316629,6223001896292,20mg,Tablet,50 units,25-70 EGP,False,"Store below 25°C, protect from light",Stomach
med_00466,Esomeprazole 300mg,Esomeprazole,Omeprazole,EIPICO,6221001242865,6222002379001,300mg,Suspension,60ml,25-70 EGP,False,"Store below 25°C, protect from light",Stomach
med_00467,Esomeprazole,Esomeprazole,Omeprazole,EIPICO,6221003421163,6223001130614,150mg,Injection,10ml,25-70 EGP,False,"Store below 25°C, protect from light",Stomach
med_00468,Esomeprazole,Esomeprazole,Omeprazole,EIPICO,6221003723403,6221002491057,300mg,Capsule,50 units,25-70 EGP,False,"Store below 25°C, protect from light",Stomach
med_00469,Nexium 20mg,Nexium,Omeprazole,EIPICO,6222001768168,6222001674730,20mg,Tablet,30 units,25-70 EGP,False,"Store below 25°C, protect from light",Stomach
med_00470,Nexium,Nexium,Omeprazole,EIPICO,6223001581397,6222002714772,150mg,Suspension,250ml,25-70 EGP,False,"Store below 25°C, protect from light",Stomach
med_00471,Nexium,Nexium,Pantoprazole,EIPICO,6221001838198,6222003544976,40mg,Capsule,30 units,25-70 EGP,False,"Store below 25°C, protect from light",Stomach
med_00472,Esomeprazole 150mg,Esomeprazole,Omeprazole,EIPICO,6221002109936,6223002560279,150mg,Suspension,250ml,25-70 EGP,False,"Store below 25°C, protect from light",Stomach
med_00473,Esomeprazole,Esomeprazole,Omeprazole,EIPICO,6221002973027,6221001841402,150mg,Tablet,30 units,25-70 EGP,False,"Store below 25°C, protect from light",Stomach
med_00474,Esomeprazole,Esomeprazole,Omeprazole,EIPICO,6223002709021,6221002345713,20mg,Tablet,20 units,25-70 EGP,False,"Store below 25°C, protect from light",Stomach
med_00475,Nexium 20mg,Nexium,Pantoprazole,EIPICO,6222001168918,6222002922560,20mg,Injection,10ml,25-70 EGP,False,"Store below 25°C, protect from light",Stomach
med_00476,Nexium,Nexium,Pantoprazole,EIPICO,6222003615179,6222003305608,20mg,Tablet,30 units,25-70 EGP,False,"Store below 25°C, protect from light",Stomach
med_00477,Nexium,Nexium,Ranitidine,EIPICO,6222003335988,6223001852237,150mg,Capsule,50 units,25-70 EGP,False,"Store below 25°C, protect from light",Stomach
med_00478,Esomeprazole 300mg,Esomeprazole,Omeprazole,EIPICO,6223002374845,6223001998150,300mg,Tablet,30 units,25-70 EGP,False,"Store below 25°C, protect from light",Stomach
med_00479,Esomeprazole,Esomeprazole,Omeprazole,EIPICO,6222003936735,6221001417231,20mg,Injection,5ml,25-70 EGP,False,"Store below 25°C, protect from light",Stomach
med_00480,Esomeprazole,Esomeprazole,Omeprazole,EIPICO,6222001692121,6223001699355,300mg,Tablet,50 units,25-70 EGP,False,"Store below 25°C, protect from light",Stomach
med_00481,Cetirizine 5mg,Cetirizine,Cetirizine,EIPICO,6223001997749,6221001633431,5mg,Tablet,20 units,15-40 EGP,False,"Store below 25°C, protect from light",Allergy
med_00482,Cetirizine,Cetirizine,Cetirizine,EIPICO,6221002723207,6221002560881,10mg,Capsule,10 units,15-40 EGP,False,"Store below 25°C, protect from light",Allergy
med_00483,Cetirizine,Cetirizine,Cetirizine,EIPICO,6221002128450,6223001223955,5mg,Eye drops,10ml,15-40 EGP,False,"Store below 25°C, protect from light",Allergy
med_00484,Zyrtec 120mg,Zyrtec,Fexofenadine,EIPICO,6223002850119,6222001173142,120mg,Tablet,100 units,15-40 EGP,False,"Store below 25°C, protect from light",Allergy
med_00485,Zyrtec,Zyrtec,Loratadine,EIPICO,6222002477006,6223001404451,180mg,Syrup,120ml,15-40 EGP,False,"Store below 25°C, protect from light",Allergy
med_00486,Zyrtec,Zyrtec,Fexofenadine,EIPICO,6223001860986,6223001415266,10mg,Capsule,30 units,15-40 EGP,False,"Store below 25°C, protect from light",Allergy
med_00487,Cetrine 10mg,Cetrine,Loratadine,EIPICO,6221001333397,6222003177325,10mg,Syrup,250ml,15-40 EGP,False,"Store below 25°C, protect from light",Allergy
med_00488,Cetrine,Cetrine,Cetirizine,EIPICO,6222002446724,6221001623061,10mg,Eye drops,5ml,15-40 EGP,False,"Store below 25°C, protect from light",Allergy
med_00489,Cetrine,Cetrine,Cetirizine,EIPICO,6221003939801,6222001531492,120mg,Capsule,30 units,15-40 EGP,False,"Store below 25°C, protect from light",Allergy
med_00490,Cetirizin 10mg,Cetirizin,Cetirizine,EIPICO,6221003894688,6223002615268,10mg,Capsule,30 units,15-40 EGP,False,"Store below 25°C, protect from light",Allergy
med_00491,Cetirizin,Cetirizin,Cetirizine,EIPICO,6221001649918,6222001381106,10mg,Tablet,20 units,15-40 EGP,False,"Store below 25°C, protect from light",Allergy
med_00492,Cetirizin,Cetirizin,Cetirizine,EIPICO,6223002871119,6223001167348,10mg,Capsule,30 units,15-40 EGP,False,"Store below 25°C, protect from light",Allergy
med_00493,Zyrtec 180mg,Zyrtec,Cetirizine,EIPICO,6222003267928,6221001524119,180mg,Eye drops,5ml,15-40 EGP,False,"Store below 25°C, protect from light",Allergy
med_00494,Zyrtec,Zyrtec,Cetirizine,EIPICO,6223001896267,6222002154597,180mg,Tablet,20 units,15-40 EGP,False,"Store below 25°C, protect from light",Allergy
