id,tradeName,scientificName,company,category,price,currency,dosageForm,strength,requiresPrescription,availability,description
drug_00173,Bisoprolol 5,Bisoprolol,Abbott,Cardiovascular,173.34,EGP,Tablet,,True,Limited,Bisoprolol 5 - Cardiovascular medication by Abbott
drug_00174,Bisoprolol 10,Bisoprolol,Hikma,Cardiovascular,114.45,EGP,Tablet,,True,Available,Bisoprolol 10 - Cardiovascular medication by Hikma
drug_00175,Lopressor 50,Unknown,GlaxoSmithKline,Cardiovascular,35.15,EGP,Tablet,,True,Limited,Lopressor 50 - Cardiovascular medication by GlaxoSmithKline
drug_00176,Lopressor 100,Unknown,Pharco,Cardiovascular,168.74,EGP,Tablet,,True,Limited,Lopressor 100 - Cardiovascular medication by Pharco
drug_00177,Metoprolol 50,Metoprolol,Pfizer,Cardiovascular,234.66,EGP,Tablet,,True,Limited,Metoprolol 50 - Cardiovascular medication by Pfizer
drug_00178,Metoprolol 100,Metoprolol,Julphar,Cardiovascular,287.13,EGP,Tablet,,True,Available,Metoprolol 100 - Cardiovascular medication by Julphar
drug_00179,Atenolol 50,Unknown,GSK,Cardiovascular,76.3,EGP,Tablet,,True,Limited,Atenolol 50 - Cardiovascular medication by GSK
drug_00180,Atenolol 100,Unknown,Sandoz,Cardiovascular,121.54,EGP,Tablet,,True,Limited,Atenolol 100 - Cardiovascular medication by Sandoz
drug_00181,Tenormin 50,Unknown,Takeda,Cardiovascular,293.64,EGP,Tablet,,True,Out of Stock,Tenormin 50 - Cardiovascular medication by Takeda
drug_00182,Tenormin 100,Unknown,Tabuk,Cardiovascular,70.9,EGP,Tablet,,True,Out of Stock,Tenormin 100 - Cardiovascular medication by Tabuk
drug_00183,Propranolol 40,Unknown,Sedico,Cardiovascular,26.77,EGP,Tablet,,True,Limited,Propranolol 40 - Cardiovascular medication by Sedico
drug_00184,Inderal 40,Unknown,EIPICO,Cardiovascular,263.02,EGP,Tablet,,True,Out of Stock,Inderal 40 - Cardiovascular medication by EIPICO
drug_00185,Carvedilol 6.25,Unknown,Novartis,Cardiovascular,100.59,EGP,Tablet,,True,Out of Stock,Carvedilol 6.25 - Cardiovascular medication by Novartis
drug_00186,Carvedilol 12.5,Unknown,Global Napi,Cardiovascular,30.64,EGP,Tablet,,True,Limited,Carvedilol 12.5 - Cardiovascular medication by Global Napi
drug_00187,Cozaar 50,Unknown,Novartis,Cardiovascular,248.77,EGP,Tablet,,True,Limited,Cozaar 50 - Cardiovascular medication by Novartis
drug_00188,Cozaar 100,Unknown,Novartis,Cardiovascular,103.83,EGP,Tablet,,True,Limited,Cozaar 100 - Cardiovascular medication by Novartis
drug_00189,Losartan 50,Losartan,Janssen,Cardiovascular,235.01,EGP,Tablet,,True,Out of Stock,Losartan 50 - Cardiovascular medication by Janssen
drug_00190,Losartan 100,Losartan,Pharco,Cardiovascular,284.7,EGP,Tablet,,True,Out of Stock,Losartan 100 - Cardiovascular medication by Pharco
drug_00191,Diovan 80,Unknown,Novartis,Cardiovascular,109.06,EGP,Tablet,,True,Limited,Diovan 80 - Cardiovascular medication by Novartis
drug_00192,Diovan 160,Unknown,Novartis,Cardiovascular,218.22,EGP,Tablet,,True,Available,Diovan 160 - Cardiovascular medication by Novartis
drug_00193,Valsartan 80,Unknown,Sandoz,Cardiovascular,282.5,EGP,Tablet,,True,Available,Valsartan 80 - Cardiovascular medication by Sandoz
drug_00194,Valsartan 160,Unknown,CID,Cardiovascular,219.01,EGP,Tablet,,True,Available,Valsartan 160 - Cardiovascular medication by CID
drug_00195,Micardis 80,Unknown,Merck,Cardiovascular,284.52,EGP,Tablet,,True,Limited,Micardis 80 - Cardiovascular medication by Merck
drug_00196,Micardis 40,Unknown,Spimaco,Cardiovascular,58.9,EGP,Tablet,,True,Limited,Micardis 40 - Cardiovascular medication by Spimaco
drug_00197,Telmisartan 80,Unknown,Pfizer,Cardiovascular,155.64,EGP,Tablet,,True,Limited,Telmisartan 80 - Cardiovascular medication by Pfizer
drug_00198,Telmisartan 40,Unknown,Spimaco,Cardiovascular,94.15,EGP,Tablet,,True,Out of Stock,Telmisartan 40 - Cardiovascular medication by Spimaco
drug_00199,Norvasc 5,Unknown,Pfizer,Cardiovascular,101.22,EGP,Tablet,,True,Limited,Norvasc 5 - Cardiovascular medication by Pfizer
drug_00200,Norvasc 10,Unknown,Pfizer,Cardiovascular,263.04,EGP,Tablet,,True,Out of Stock,Norvasc 10 - Cardiovascular medication by Pfizer
drug_00201,Amlodipine 5,Amlodipine,Eva Pharma,Cardiovascular,71.82,EGP,Tablet,,True,Out of Stock,Amlodipine 5 - Cardiovascular medication by Eva Pharma
drug_00202,Amlodipine 10,Amlodipine,AstraZeneca,Cardiovascular,284.51,EGP,Tablet,,True,Available,Amlodipine 10 - Cardiovascular medication by AstraZeneca
drug_00203,Adalat 10,Unknown,GSK,Cardiovascular,155.2,EGP,Tablet,,True,Limited,Adalat 10 - Cardiovascular medication by GSK
drug_00204,Adalat 20,Unknown,Sigma,Cardiovascular,80.03,EGP,Tablet,,True,Out of Stock,Adalat 20 - Cardiovascular medication by Sigma
drug_00205,Nifedipine 10,Unknown,Amoun,Cardiovascular,196.58,EGP,Tablet,,True,Out of Stock,Nifedipine 10 - Cardiovascular medication by Amoun
drug_00206,Nifedipine 20,Unknown,Sandoz,Cardiovascular,216.1,EGP,Tablet,,True,Limited,Nifedipine 20 - Cardiovascular medication by Sandoz
drug_00207,Lipitor 20,Atorvastatin,Pfizer,Cardiovascular,270.83,EGP,Tablet,,True,Out of Stock,Lipitor 20 - Cardiovascular medication by Pfizer
drug_00208,Lipitor 40,Atorvastatin,Pfizer,Cardiovascular,173.57,EGP,Tablet,,True,Available,Lipitor 40 - Cardiovascular medication by Pfizer
drug_00209,Atorvastatin 20,Atorvastatin,Sigma,Cardiovascular,132.17,EGP,Tablet,,True,Available,Atorvastatin 20 - Cardiovascular medication by Sigma
drug_00210,Atorvastatin 40,Atorvastatin,Eva Pharma,Cardiovascular,229.32,EGP,Tablet,,True,Out of Stock,Atorvastatin 40 - Cardiovascular medication by Eva Pharma
drug_00211,Crestor 10,Unknown,AstraZeneca,Cardiovascular,49.3,EGP,Tablet,,True,Limited,Crestor 10 - Cardiovascular medication by AstraZeneca
drug_00212,Crestor 20,Unknown,AstraZeneca,Cardiovascular,69.26,EGP,Tablet,,True,Out of Stock,Crestor 20 - Cardiovascular medication by AstraZeneca
drug_00213,Rosuvastatin 10,Unknown,Sanofi,Cardiovascular,297.28,EGP,Tablet,,True,Out of Stock,Rosuvastatin 10 - Cardiovascular medication by Sanofi
drug_00214,Rosuvastatin 20,Unknown,Boehringer Ingelheim,Cardiovascular,46.91,EGP,Tablet,,True,Out of Stock,Rosuvastatin 20 - Cardiovascular medication by Boehringer Ingelheim
drug_00215,Zocor 20,Unknown,Novartis,Cardiovascular,259.14,EGP,Tablet,,True,Out of Stock,Zocor 20 - Cardiovascular medication by Novartis
drug_00216,Zocor 40,Unknown,Eva Pharma,Cardiovascular,289.97,EGP,Tablet,,True,Limited,Zocor 40 - Cardiovascular medication by Eva Pharma
drug_00217,Simvastatin 20,Unknown,Servier,Cardiovascular,267.34,EGP,Tablet,,True,Out of Stock,Simvastatin 20 - Cardiovascular medication by Servier
drug_00218,Simvastatin 40,Unknown,EIPICO,Cardiovascular,89.51,EGP,Tablet,,True,Available,Simvastatin 40 - Cardiovascular medication by EIPICO
drug_00219,Plavix 75,Clopidogrel,Sanofi,Cardiovascular,77.25,EGP,Tablet,,True,Out of Stock,Plavix 75 - Cardiovascular medication by Sanofi
drug_00220,Clopidogrel 75,Unknown,Sanofi,Cardiovascular,137.38,EGP,Tablet,,True,Available,Clopidogrel 75 - Cardiovascular medication by Sanofi
drug_00221,Aspirin 75,Unknown,Sedico,Cardiovascular,162.81,EGP,Tablet,,True,Out of Stock,Aspirin 75 - Cardiovascular medication by Sedico
drug_00222,Aspirin 81,Unknown,Global Napi,Cardiovascular,48.69,EGP,Tablet,,True,Available,Aspirin 81 - Cardiovascular medication by Global Napi
drug_00223,Ecotrin 81,Unknown,Pfizer,Cardiovascular,75.71,EGP,Tablet,,True,Limited,Ecotrin 81 - Cardiovascular medication by Pfizer
drug_00224,Warfarin 5,Unknown,Abbott,Cardiovascular,291.76,EGP,Tablet,,True,Limited,Warfarin 5 - Cardiovascular medication by Abbott
drug_00225,Coumadin 5,Unknown,GSK,Cardiovascular,155.35,EGP,Tablet,,True,Out of Stock,Coumadin 5 - Cardiovascular medication by GSK
drug_00226,Xarelto 20,Unknown,Bayer,Cardiovascular,208.79,EGP,Tablet,,True,Out of Stock,Xarelto 20 - Cardiovascular medication by Bayer
drug_00227,Rivaroxaban 20,Unknown,LEO Pharma,Cardiovascular,206.52,EGP,Tablet,,True,Limited,Rivaroxaban 20 - Cardiovascular medication by LEO Pharma
drug_00228,Pradaxa 110,Unknown,Boehringer Ingelheim,Cardiovascular,205.75,EGP,Tablet,,True,Limited,Pradaxa 110 - Cardiovascular medication by Boehringer Ingelheim
drug_00229,Pradaxa 150,Unknown,Boehringer Ingelheim,Cardiovascular,260.62,EGP,Tablet,,True,Available,Pradaxa 150 - Cardiovascular medication by Boehringer Ingelheim
drug_00230,Dabigatran 110,Unknown,Novartis,Cardiovascular,163.71,EGP,Tablet,,True,Available,Dabigatran 110 - Cardiovascular medication by Novartis
drug_00231,Dabigatran 150,Unknown,Spimaco,Cardiovascular,146.28,EGP,Tablet,,True,Limited,Dabigatran 150 - Cardiovascular medication by Spimaco
drug_00232,Fraxiparine,Unknown,AstraZeneca,Cardiovascular,129.81,EGP,Tablet,,True,Out of Stock,Fraxiparine - Cardiovascular medication by AstraZeneca
drug_00233,Clexane,Unknown,Amoun,Cardiovascular,91.86,EGP,Tablet,,True,Limited,Clexane - Cardiovascular medication by Amoun
drug_00234,Enoxaparin,Unknown,Novartis,Cardiovascular,235.44,EGP,Tablet,,True,Out of Stock,Enoxaparin - Cardiovascular medication by Novartis
drug_00235,Heparin,Unknown,GSK,Cardiovascular,138.2,EGP,Tablet,,True,Available,Heparin - Cardiovascular medication by GSK
drug_00236,Lovenox,Unknown,AstraZeneca,Cardiovascular,94.48,EGP,Tablet,,True,Available,Lovenox - Cardiovascular medication by AstraZeneca
drug_00237,Glucophage 1000,Metformin,Merck,Diabetes,283.44,EGP,Tablet,,True,Out of Stock,Glucophage 1000 - Diabetes medication by Merck
drug_00238,Glucophage 500,Metformin,Merck,Diabetes,425.09,EGP,Tablet,,True,Out of Stock,Glucophage 500 - Diabetes medication by Merck
drug_00239,Metformin 1000,Metformin,Sanofi,Diabetes,188.86,EGP,Tablet,,True,Limited,Metformin 1000 - Diabetes medication by Sanofi
drug_00240,Metformin 500,Metformin,Novartis,Diabetes,307.93,EGP,Tablet,,True,Out of Stock,Metformin 500 - Diabetes medication by Novartis
drug_00241,Metformin XR 500,Metformin,Pharco,Diabetes,315.91,EGP,Tablet,,True,Out of Stock,Metformin XR 500 - Diabetes medication by Pharco
drug_00242,Metformin XR 1000,Metformin,GSK,Diabetes,416.32,EGP,Tablet,,True,Out of Stock,Metformin XR 1000 - Diabetes medication by GSK
drug_00243,Glucophage XR,Metformin,Merck,Diabetes,153.96,EGP,Tablet,,True,Limited,Glucophage XR - Diabetes medication by Merck
drug_00244,Amaryl 2mg,Glimepiride,Sanofi,Diabetes,212.1,EGP,Tablet,2mg,True,Limited,Amaryl 2mg - Diabetes medication by Sanofi
drug_00245,Amaryl 1mg,Glimepiride,Sanofi,Diabetes,250.84,EGP,Tablet,1mg,True,Out of Stock,Amaryl 1mg - Diabetes medication by Sanofi
drug_00246,Glimepiride 2mg,Glimepiride,Sanofi,Diabetes,264.49,EGP,Tablet,2mg,True,Available,Glimepiride 2mg - Diabetes medication by Sanofi
drug_00247,Glimepiride 1mg,Glimepiride,Tabuk,Diabetes,497.35,EGP,Tablet,1mg,True,Out of Stock,Glimepiride 1mg - Diabetes medication by Tabuk
drug_00248,Daonil 5mg,Unknown,Julphar,Diabetes,249.05,EGP,Tablet,5mg,True,Out of Stock,Daonil 5mg - Diabetes medication by Julphar
drug_00249,Glibenclamide 5mg,Unknown,Medical Union,Diabetes,135.81,EGP,Tablet,5mg,True,Available,Glibenclamide 5mg - Diabetes medication by Medical Union
drug_00250,Glibenclamide,Unknown,GlaxoSmithKline,Diabetes,104.36,EGP,Tablet,,True,Out of Stock,Glibenclamide - Diabetes medication by GlaxoSmithKline
drug_00251,Diamicron,Unknown,Servier,Diabetes,61.67,EGP,Tablet,,True,Available,Diamicron - Diabetes medication by Servier
drug_00252,Januvia 100,Sitagliptin,Merck,Diabetes,346.05,EGP,Tablet,,True,Available,Januvia 100 - Diabetes medication by Merck
drug_00253,Januvia 50,Sitagliptin,Merck,Diabetes,450.33,EGP,Tablet,,True,Limited,Januvia 50 - Diabetes medication by Merck
drug_00254,Sitagliptin 100,Sitagliptin,Takeda,Diabetes,165.8,EGP,Tablet,,True,Limited,Sitagliptin 100 - Diabetes medication by Takeda
drug_00255,Sitagliptin 50,Sitagliptin,AstraZeneca,Diabetes,451.66,EGP,Tablet,,True,Available,Sitagliptin 50 - Diabetes medication by AstraZeneca
drug_00256,Galvus 50,Unknown,Novartis,Diabetes,341.94,EGP,Tablet,,True,Out of Stock,Galvus 50 - Diabetes medication by Novartis
drug_00257,Vildagliptin 50,Unknown,Sigma,Diabetes,222.37,EGP,Tablet,,True,Available,Vildagliptin 50 - Diabetes medication by Sigma
drug_00258,Onglyza 5,Unknown,AstraZeneca,Diabetes,293.07,EGP,Tablet,,True,Available,Onglyza 5 - Diabetes medication by AstraZeneca
drug_00259,Saxagliptin 5,Unknown,Eva Pharma,Diabetes,241.12,EGP,Tablet,,True,Available,Saxagliptin 5 - Diabetes medication by Eva Pharma
drug_00260,Tradjenta 5,Unknown,Boehringer Ingelheim,Diabetes,369.94,EGP,Tablet,,True,Out of Stock,Tradjenta 5 - Diabetes medication by Boehringer Ingelheim
drug_00261,Linagliptin 5,Unknown,Sedico,Diabetes,31.37,EGP,Tablet,,True,Available,Linagliptin 5 - Diabetes medication by Sedico
drug_00262,Nesina 25,Unknown,Takeda,Diabetes,208.82,EGP,Tablet,,True,Out of Stock,Nesina 25 - Diabetes medication by Takeda
drug_00263,Alogliptin 25,Unknown,Eva Pharma,Diabetes,343.06,EGP,Tablet,,True,Available,Alogliptin 25 - Diabetes medication by Eva Pharma
drug_00264,Victoza,Unknown,Novo Nordisk,Diabetes,186.91,EGP,Tablet,,True,Out of Stock,Victoza - Diabetes medication by Novo Nordisk
drug_00265,Liraglutide,Unknown,Sandoz,Diabetes,80.98,EGP,Tablet,,True,Limited,Liraglutide - Diabetes medication by Sandoz
drug_00266,Byetta,Unknown,AstraZeneca,Diabetes,308.7,EGP,Tablet,,True,Available,Byetta - Diabetes medication by AstraZeneca
drug_00267,Exenatide,Unknown,Global Napi,Diabetes,352.3,EGP,Tablet,,True,Out of Stock,Exenatide - Diabetes medication by Global Napi
drug_00268,Trulicity,Unknown,Eli Lilly,Diabetes,387.2,EGP,Tablet,,True,Limited,Trulicity - Diabetes medication by Eli Lilly
drug_00269,Dulaglutide,Unknown,CID,Diabetes,198.39,EGP,Tablet,,True,Out of Stock,Dulaglutide - Diabetes medication by CID
drug_00270,Lantus 100U/ml,Unknown,Sanofi,Diabetes,179.73,EGP,Injection,100U/ml,True,Limited,Lantus 100U/ml - Diabetes medication by Sanofi
drug_00271,Lantus SoloStar,Unknown,Sanofi,Diabetes,361.75,EGP,Tablet,,True,Out of Stock,Lantus SoloStar - Diabetes medication by Sanofi
drug_00272,Insulin Glargine,Unknown,Pfizer,Diabetes,154.13,EGP,Tablet,,True,Out of Stock,Insulin Glargine - Diabetes medication by Pfizer
drug_00273,Toujeo,Unknown,Bayer,Diabetes,197.91,EGP,Tablet,,True,Out of Stock,Toujeo - Diabetes medication by Bayer
drug_00274,Humalog 100U/ml,Unknown,Eli Lilly,Diabetes,301.02,EGP,Injection,100U/ml,True,Limited,Humalog 100U/ml - Diabetes medication by Eli Lilly
drug_00275,Insulin Lispro,Unknown,Sedico,Diabetes,323.36,EGP,Tablet,,True,Limited,Insulin Lispro - Diabetes medication by Sedico
drug_00276,NovoRapid,Unknown,Novo Nordisk,Diabetes,339.49,EGP,Tablet,,True,Available,NovoRapid - Diabetes medication by Novo Nordisk
drug_00277,Insulin Aspart,Unknown,Sedico,Diabetes,382.25,EGP,Tablet,,True,Available,Insulin Aspart - Diabetes medication by Sedico
drug_00278,Actrapid,Unknown,Novo Nordisk,Diabetes,420.47,EGP,Tablet,,True,Out of Stock,Actrapid - Diabetes medication by Novo Nordisk
drug_00279,Insulin Human,Unknown,Takeda,Diabetes,211.16,EGP,Tablet,,True,Out of Stock,Insulin Human - Diabetes medication by Takeda
drug_00280,Mixtard 30,Unknown,Novo Nordisk,Diabetes,458.67,EGP,Tablet,,True,Out of Stock,Mixtard 30 - Diabetes medication by Novo Nordisk
drug_00281,NovoMix 30,Unknown,Novo Nordisk,Diabetes,343.24,EGP,Tablet,,True,Limited,NovoMix 30 - Diabetes medication by Novo Nordisk
drug_00282,Acarbose 50,Unknown,Bayer,Diabetes,352.66,EGP,Tablet,,True,Available,Acarbose 50 - Diabetes medication by Bayer
drug_00283,Glucobay 50,Unknown,Bayer,Diabetes,112.89,EGP,Tablet,,True,Out of Stock,Glucobay 50 - Diabetes medication by Bayer
drug_00284,Precose 50,Unknown,CID,Diabetes,282.19,EGP,Tablet,,True,Limited,Precose 50 - Diabetes medication by CID
drug_00285,Acarbose,Unknown,Bayer,Diabetes,292.88,EGP,Tablet,,True,Out of Stock,Acarbose - Diabetes medication by Bayer
drug_00286,Ventolin 100mcg,Salbutamol,GSK,Respiratory,53.86,EGP,Tablet,100mcg,True,Out of Stock,Ventolin 100mcg - Respiratory medication by GSK
drug_00287,Ventolin Evohaler,Salbutamol,GSK,Respiratory,115.52,EGP,Inhaler,,True,Limited,Ventolin Evohaler - Respiratory medication by GSK
drug_00288,Salbutamol 100mcg,Salbutamol,Eva Pharma,Respiratory,267.5,EGP,Tablet,100mcg,True,Limited,Salbutamol 100mcg - Respiratory medication by Eva Pharma
drug_00289,Albuterol,Unknown,Julphar,Respiratory,237.33,EGP,Tablet,,True,Out of Stock,Albuterol - Respiratory medication by Julphar
drug_00290,Seretide 250,Fluticasone/Salmeterol,GSK,Respiratory,309.23,EGP,Tablet,,True,Out of Stock,Seretide 250 - Respiratory medication by GSK
drug_00291,Seretide 125,Fluticasone/Salmeterol,GSK,Respiratory,222.93,EGP,Tablet,,True,Out of Stock,Seretide 125 - Respiratory medication by GSK
drug_00292,Advair 250,Unknown,Merck,Respiratory,223.16,EGP,Tablet,,True,Out of Stock,Advair 250 - Respiratory medication by Merck
drug_00293,Advair 125,Unknown,Hikma,Respiratory,263.99,EGP,Tablet,,True,Available,Advair 125 - Respiratory medication by Hikma
drug_00294,Symbicort 160/4.5,Unknown,AstraZeneca,Respiratory,227.3,EGP,Tablet,160/4.5,True,Available,Symbicort 160/4.5 - Respiratory medication by AstraZeneca
drug_00295,Symbicort 80/4.5,Unknown,Medical Union,Respiratory,24.63,EGP,Tablet,80/4.5,True,Available,Symbicort 80/4.5 - Respiratory medication by Medical Union
drug_00296,DuoResp Spiromax,Unknown,CID,Respiratory,176.64,EGP,Tablet,,True,Available,DuoResp Spiromax - Respiratory medication by CID
drug_00297,Pulmicort 200,Unknown,Bayer,Respiratory,210.91,EGP,Tablet,,True,Limited,Pulmicort 200 - Respiratory medication by Bayer
drug_00298,Pulmicort 400,Unknown,Abbott,Respiratory,88.77,EGP,Tablet,,True,Limited,Pulmicort 400 - Respiratory medication by Abbott
drug_00299,Budesonide 200,Budesonide,Amoun,Respiratory,38.4,EGP,Tablet,,True,Available,Budesonide 200 - Respiratory medication by Amoun
drug_00300,Budesonide 400,Budesonide,Hikma,Respiratory,32.56,EGP,Tablet,,True,Available,Budesonide 400 - Respiratory medication by Hikma
drug_00301,Flixotide 125,Unknown,Sigma,Respiratory,385.34,EGP,Tablet,,True,Limited,Flixotide 125 - Respiratory medication by Sigma
drug_00302,Flixotide 250,Unknown,CID,Respiratory,35.19,EGP,Tablet,,True,Available,Flixotide 250 - Respiratory medication by CID
drug_00303,Fluticasone 125,Fluticasone,LEO Pharma,Respiratory,250.1,EGP,Tablet,,True,Limited,Fluticasone 125 - Respiratory medication by LEO Pharma
drug_00304,Fluticasone 250,Fluticasone,Merck,Respiratory,151.04,EGP,Tablet,,True,Limited,Fluticasone 250 - Respiratory medication by Merck
drug_00305,Singulair 10,Montelukast,Takeda,Respiratory,378.91,EGP,Tablet,,True,Limited,Singulair 10 - Respiratory medication by Takeda
drug_00306,Singulair 4,Montelukast,Amoun,Respiratory,336.46,EGP,Tablet,,True,Out of Stock,Singulair 4 - Respiratory medication by Amoun
drug_00307,Montelukast 10,Montelukast,Amoun,Respiratory,204.19,EGP,Tablet,,True,Limited,Montelukast 10 - Respiratory medication by Amoun
drug_00308,Montelukast 4,Montelukast,Takeda,Respiratory,72.29,EGP,Tablet,,True,Limited,Montelukast 4 - Respiratory medication by Takeda
drug_00309,Telfast 180,Fexofenadine,Sanofi,Respiratory,194.1,EGP,Tablet,,True,Available,Telfast 180 - Respiratory medication by Sanofi
drug_00310,Telfast 120,Fexofenadine,Sanofi,Respiratory,263.08,EGP,Tablet,,True,Available,Telfast 120 - Respiratory medication by Sanofi
drug_00311,Allegra 180,Unknown,Takeda,Respiratory,338.72,EGP,Tablet,,True,Limited,Allegra 180 - Respiratory medication by Takeda
drug_00312,Fexofenadine 180,Fexofenadine,Abbott,Respiratory,376.4,EGP,Tablet,,True,Available,Fexofenadine 180 - Respiratory medication by Abbott
drug_00313,Claritine,Loratadine,Bayer,Respiratory,260.75,EGP,Tablet,,True,Out of Stock,Claritine - Respiratory medication by Bayer
drug_00314,Claritin,Unknown,EIPICO,Respiratory,102.26,EGP,Tablet,,True,Out of Stock,Claritin - Respiratory medication by EIPICO
drug_00315,Loratadine 10,Loratadine,Pfizer,Respiratory,368.63,EGP,Tablet,,True,Available,Loratadine 10 - Respiratory medication by Pfizer
drug_00316,Alavert,Unknown,Boehringer Ingelheim,Respiratory,117.99,EGP,Tablet,,True,Limited,Alavert - Respiratory medication by Boehringer Ingelheim
drug_00317,Zyrtec,Cetirizine,GSK,Respiratory,252.77,EGP,Tablet,,True,Limited,Zyrtec - Respiratory medication by GSK
drug_00318,Cetirizine 10,Cetirizine,AstraZeneca,Respiratory,185.55,EGP,Tablet,,True,Out of Stock,Cetirizine 10 - Respiratory medication by AstraZeneca
drug_00319,Reactine,Unknown,Pfizer,Respiratory,309.49,EGP,Tablet,,True,Out of Stock,Reactine - Respiratory medication by Pfizer
drug_00320,Levostiv,Unknown,Global Napi,Respiratory,25.65,EGP,Tablet,,True,Available,Levostiv - Respiratory medication by Global Napi
drug_00321,Levocetirizine 5,Unknown,GSK,Respiratory,21.34,EGP,Tablet,,True,Limited,Levocetirizine 5 - Respiratory medication by GSK
drug_00322,Xyzal 5,Unknown,Servier,Respiratory,120.11,EGP,Tablet,,True,Limited,Xyzal 5 - Respiratory medication by Servier
drug_00323,Xyzal,Unknown,GlaxoSmithKline,Respiratory,341.38,EGP,Tablet,,True,Out of Stock,Xyzal - Respiratory medication by GlaxoSmithKline
drug_00324,Desloratadine 5,Unknown,Global Napi,Respiratory,301.81,EGP,Tablet,,True,Out of Stock,Desloratadine 5 - Respiratory medication by Global Napi
drug_00325,Aerius 5,Unknown,Global Napi,Respiratory,64.29,EGP,Tablet,,True,Out of Stock,Aerius 5 - Respiratory medication by Global Napi
drug_00326,Atrovent,Unknown,Merck,Respiratory,96.8,EGP,Tablet,,True,Out of Stock,Atrovent - Respiratory medication by Merck
drug_00327,Ipratropium,Unknown,EIPICO,Respiratory,235.9,EGP,Tablet,,True,Available,Ipratropium - Respiratory medication by EIPICO
drug_00328,Combivent,Unknown,Boehringer Ingelheim,Respiratory,264.91,EGP,Tablet,,True,Out of Stock,Combivent - Respiratory medication by Boehringer Ingelheim
drug_00329,Ipratropium/Albuterol,Unknown,Spimaco,Respiratory,166.56,EGP,Tablet,,True,Available,Ipratropium/Albuterol - Respiratory medication by Spimaco
drug_00330,Spiriva,Unknown,Boehringer Ingelheim,Respiratory,259.51,EGP,Tablet,,True,Available,Spiriva - Respiratory medication by Boehringer Ingelheim
drug_00331,Tiotropium,Unknown,Bayer,Respiratory,296.65,EGP,Tablet,,True,Available,Tiotropium - Respiratory medication by Bayer
drug_00332,Incresync,Unknown,Boehringer Ingelheim,Respiratory,296.22,EGP,Tablet,,True,Out of Stock,Incresync - Respiratory medication by Boehringer Ingelheim
drug_00333,Olodaterol/Tiotropium,Unknown,Boehringer Ingelheim,Respiratory,381.78,EGP,Tablet,,True,Available,Olodaterol/Tiotropium - Respiratory medication by Boehringer Ingelheim
drug_00334,Breo Ellipta,Unknown,GSK,Respiratory,186.42,EGP,Tablet,,True,Limited,Breo Ellipta - Respiratory medication by GSK
drug_00335,Anoro Ellipta,Unknown,GSK,Respiratory,211.45,EGP,Tablet,,True,Limited,Anoro Ellipta - Respiratory medication by GSK
drug_00336,Incruse Ellipta,Unknown,GSK,Respiratory,393.74,EGP,Tablet,,True,Available,Incruse Ellipta - Respiratory medication by GSK
drug_00337,Milga Advance,Unknown,Eva Pharma,Vitamins & Supplements,175.43,EGP,Tablet,,False,Out of Stock,Milga Advance - Vitamins & Supplements medication by Eva Pharma
drug_00338,Milga,Unknown,Eva Pharma,Vitamins & Supplements,81.08,EGP,Tablet,,False,Out of Stock,Milga - Vitamins & Supplements medication by Eva Pharma
drug_00339,Vitamin B Complex,Unknown,Julphar,Vitamins & Supplements,29.77,EGP,Tablet,,False,Out of Stock,Vitamin B Complex - Vitamins & Supplements medication by Julphar
drug_00340,Vitamin B12,Unknown,Sedico,Vitamins & Supplements,96.99,EGP,Tablet,,False,Limited,Vitamin B12 - Vitamins & Supplements medication by Sedico
drug_00341,Vitamin D3 1000,Unknown,GlaxoSmithKline,Vitamins & Supplements,85.76,EGP,Tablet,,False,Out of Stock,Vitamin D3 1000 - Vitamins & Supplements medication by GlaxoSmithKline
drug_00342,Vitamin D3 2000,Unknown,Merck,Vitamins & Supplements,38.09,EGP,Tablet,,False,Limited,Vitamin D3 2000 - Vitamins & Supplements medication by Merck
drug_00343,Vitamin D3 4000,Unknown,Global Napi,Vitamins & Supplements,155.59,EGP,Tablet,,False,Out of Stock,Vitamin D3 4000 - Vitamins & Supplements medication by Global Napi
drug_00344,Calcium 600,Unknown,Pharco,Vitamins & Supplements,147.07,EGP,Tablet,,False,Out of Stock,Calcium 600 - Vitamins & Supplements medication by Pharco
drug_00345,Calcium 1200,Unknown,Janssen,Vitamins & Supplements,112.04,EGP,Tablet,,False,Limited,Calcium 1200 - Vitamins & Supplements medication by Janssen
drug_00346,Calcium + Vitamin D,Unknown,GSK,Vitamins & Supplements,105.44,EGP,Tablet,,False,Limited,Calcium + Vitamin D - Vitamins & Supplements medication by GSK
drug_00347,Iron 65mg,Unknown,Takeda,Vitamins & Supplements,36.63,EGP,Tablet,65mg,False,Limited,Iron 65mg - Vitamins & Supplements medication by Takeda
drug_00348,Iron 325mg,Unknown,LEO Pharma,Vitamins & Supplements,43.64,EGP,Tablet,325mg,False,Out of Stock,Iron 325mg - Vitamins & Supplements medication by LEO Pharma
drug_00349,Ferrous Sulfate,Unknown,CID,Vitamins & Supplements,163.54,EGP,Tablet,,False,Out of Stock,Ferrous Sulfate - Vitamins & Supplements medication by CID
drug_00350,Feosol,Unknown,Novartis,Vitamins & Supplements,112.05,EGP,Tablet,,False,Available,Feosol - Vitamins & Supplements medication by Novartis
